COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000520,20200106,P,380,230,241,374,840,1844,4061,5320,4195,3816,3823,4094,4208,4185,4471,5091,5030,4545,3271,2079,1505,1105,706,511,01/06/2020
000520,20200106,S,404,241,201,174,578,2139,3480,5297,4527,3650,3687,3766,4216,4076,4215,4968,5581,5211,3354,2242,1717,1302,926,642,01/06/2020
000520,20200107,P,303,236,215,331,770,1863,4265,5436,4602,3799,3816,4042,4206,4229,4549,5138,4908,4288,3439,2349,1693,1294,800,518,01/07/2020
000520,20200107,S,405,251,202,203,541,2025,3557,5472,4625,3757,3625,3814,4164,4019,4364,5095,5332,5410,3683,2529,1855,1509,1060,649,01/07/2020
000520,20200108,P,308,233,225,323,768,1878,4247,5460,4514,3973,3840,3978,4348,4344,4767,5249,4554,4044,3528,2336,1757,1299,830,476,01/08/2020
000520,20200108,S,407,265,200,221,559,2007,3554,5673,4893,3902,3671,3927,4030,4011,4393,5287,5711,5280,3626,2516,2049,1494,966,614,01/08/2020
000520,20200109,P,313,252,193,354,752,1837,4120,5354,4416,3890,3882,4007,4242,4375,4874,5317,4924,4053,3441,2275,1843,1315,922,538,01/09/2020
000520,20200109,S,397,239,202,249,536,1980,3540,5596,4966,3843,3764,3976,4151,4056,4452,5274,5860,5243,3629,2469,2002,1508,1038,694,01/09/2020
000520,20200110,P,374,254,250,333,770,1686,3890,5453,4399,4120,4086,4399,4563,4714,5102,5247,3570,3563,3492,2397,1801,1826,1508,821,01/10/2020
000520,20200110,S,466,298,216,248,505,1877,3284,5418,4710,3667,3603,4060,4299,4531,4901,5464,5692,5349,4128,3040,2412,1777,1344,960,01/10/2020
000520,20200111,P,516,400,281,271,370,786,1244,1818,2652,3173,3693,4062,4268,4248,4232,4065,4015,3755,2749,2122,2086,1729,1273,764,01/11/2020
000520,20200111,S,587,361,299,250,347,675,1430,1960,2516,2966,3243,3866,4139,4005,4082,3974,3919,3976,3181,2199,1838,1644,1256,846,01/11/2020
000520,20200112,P,563,380,271,260,299,551,679,1091,1715,2326,3219,3556,3693,3559,3570,3457,3629,3147,2356,1863,1581,1046,661,457,01/12/2020
000520,20200112,S,501,376,308,216,290,468,940,1225,1704,2066,2533,3186,3601,3479,3349,3166,3171,2970,2510,2056,1612,1176,847,523,01/12/2020
000520,20200113,P,307,210,179,326,803,1976,4054,5483,4425,3828,3772,3817,4121,4140,4510,5130,5170,4363,3205,2037,1414,1110,805,466,01/13/2020
000520,20200113,S,343,234,196,204,556,2055,3594,5531,4885,3639,3737,3777,3941,3729,4483,5061,5546,5158,3411,2296,1721,1313,972,622,01/13/2020
000520,20200114,P,272,183,207,307,766,1903,4107,5597,4588,3949,3853,4106,4273,4238,4620,5106,4633,2986,2612,2315,1695,1322,825,463,01/14/2020
000520,20200114,S,395,215,186,228,533,1787,3679,5705,5226,3886,3515,4029,3816,4056,4357,5212,5607,5143,3640,2686,1875,1382,918,687,01/14/2020
000520,20200115,P,264,216,205,330,767,1928,4129,5434,4674,3690,3991,4090,4192,4292,4696,5134,4404,3448,3679,2401,1819,1329,771,516,01/15/2020
000520,20200115,S,407,231,176,223,583,1981,3585,5681,5130,3857,3444,3981,4011,4045,4420,5173,5592,5386,3541,2591,2031,1576,1016,674,01/15/2020
000520,20200116,P,337,250,211,357,848,1851,4133,5570,4598,3988,3947,4180,4248,4397,4854,5588,4755,3993,3508,2438,2009,1355,914,568,01/16/2020
000520,20200116,S,398,247,213,230,619,1934,3558,5546,5089,3712,3483,4050,4018,3965,4384,5153,5779,5259,3758,2688,2138,1586,1076,782,01/16/2020
000520,20200117,P,312,279,301,344,729,1790,3875,5403,4780,4156,4295,4672,4884,4903,5277,5043,4537,4552,3658,2565,2037,1701,1161,846,01/17/2020
000520,20200117,S,483,299,247,245,523,1173,3113,5195,4526,3782,3917,4429,4635,4822,4964,5498,5410,5512,4256,3013,2352,1890,1361,917,01/17/2020
000520,20200118,P,537,395,288,273,418,647,1198,2110,2936,3508,4070,4203,4368,4395,4216,4220,4199,3759,2996,2320,1961,1552,1270,914,01/18/2020
000520,20200118,S,560,381,285,252,362,657,1264,1995,2736,3011,3422,4296,4339,4015,4163,3979,4050,3784,3448,2626,1934,1683,1357,993,01/18/2020
000520,20200119,P,500,390,298,218,250,454,726,1041,1755,2414,3245,3615,3721,3633,3580,3596,3499,2845,2439,1968,1577,1155,777,547,01/19/2020
000520,20200119,S,586,371,336,212,275,475,792,1220,1811,2255,2802,3185,3693,3339,3268,3245,3084,2813,2374,1930,1598,1260,1038,701,01/19/2020
000520,20200120,P,349,265,236,294,705,1721,3020,4034,3577,3686,4014,4179,4351,4481,4749,4882,4705,4182,3123,2132,1506,1119,744,456,01/20/2020
000520,20200120,S,420,279,182,169,423,963,2289,3558,3451,3451,3740,3615,4351,4172,4536,4865,4881,4778,3411,2294,1737,1336,892,590,01/20/2020
000520,20200121,P,305,212,234,342,766,1960,4110,5522,4837,4071,4078,4074,4125,4496,4511,5096,5228,4538,3401,2302,1716,1228,805,451,01/21/2020
000520,20200121,S,386,226,189,218,562,2005,3699,5766,5077,3837,3750,3844,3930,3939,4404,5260,5187,4914,1407,1782,1862,1423,904,610,01/21/2020
000520,20200122,P,283,236,188,308,724,1877,4133,5597,4758,4078,3986,4211,4094,2451,2147,4923,4735,4115,3519,2430,1845,1381,892,510,01/22/2020
000520,20200122,S,373,230,172,248,575,1897,3620,5712,5174,3959,3804,3893,4041,3918,4403,5457,5587,5527,3723,2606,2115,1495,1018,605,01/22/2020
000520,20200123,P,310,239,237,337,780,1898,4204,5673,4777,3942,4118,4254,4393,4360,4671,4975,4375,3814,3719,2486,2043,1476,918,541,01/23/2020
000520,20200123,S,381,252,217,224,609,1924,3622,5473,5248,4257,3991,4122,4149,4091,4539,5557,5660,5231,3839,2755,2110,1559,1003,650,01/23/2020
000520,20200124,P,355,252,258,334,734,1812,3826,5480,4823,3964,4348,4468,4835,4759,5206,5169,4450,4306,3642,2614,1983,1859,1568,847,01/24/2020
000520,20200124,S,410,258,222,241,553,1820,3328,5484,5093,4026,4148,4160,4617,4699,4811,5750,5685,5441,3789,3397,2756,1831,1289,878,01/24/2020
000520,20200125,P,548,424,300,262,403,678,1317,2059,2971,3483,4065,4361,4633,4587,4285,4638,4346,3882,3580,2456,2014,1889,1309,858,01/25/2020
000520,20200125,S,593,404,293,259,386,670,1284,2197,3167,3363,3791,4111,4381,4206,4162,4458,4188,3724,3113,2759,2137,1740,1318,916,01/25/2020
000520,20200126,P,594,401,293,263,278,510,719,1125,1878,2453,3394,3455,3771,3719,3766,3920,4167,3431,2741,2024,1489,1075,698,449,01/26/2020
000520,20200126,S,597,348,303,216,277,444,826,1333,1955,2337,3088,3440,3566,3642,3503,3393,3205,3201,2708,2110,1618,1136,778,563,01/26/2020
000520,20200127,P,286,218,212,315,784,1953,4023,5663,4550,3902,3911,3984,4128,3981,4411,5193,4720,3943,3034,1991,1413,986,687,428,01/27/2020
000520,20200127,S,325,232,167,213,591,2006,3626,5600,4899,3865,3740,3822,3982,3897,4276,5195,5477,4929,3140,2361,1658,1205,823,517,01/27/2020
000520,20200128,P,259,172,204,324,694,1893,3933,5485,4657,3796,3819,4102,4361,4187,4495,5214,5229,4859,3551,2484,1886,1324,731,452,01/28/2020
000520,20200128,S,332,219,168,227,586,1935,3553,5620,4911,3848,3599,3789,4033,3883,4234,5287,5544,5382,3595,2644,1933,1446,879,619,01/28/2020
000520,20200129,P,301,206,209,322,732,1955,4145,5547,4402,4086,3840,4088,4153,4030,4500,5329,5442,4111,3326,2474,1845,1333,734,534,01/29/2020
000520,20200129,S,356,235,173,243,555,1964,3570,5600,5004,3798,3671,3697,3824,3728,4321,5282,5725,5332,3495,2579,1926,1446,988,619,01/29/2020
000520,20200130,P,307,250,235,346,716,1879,4018,5388,4775,4039,4026,4187,4433,4322,4748,5230,4684,4161,3622,2365,1757,1153,764,471,01/30/2020
000520,20200130,S,384,256,199,223,580,1917,3507,5609,5049,4052,3765,3904,4079,4129,4485,5490,5818,5155,3194,2065,1851,1701,1078,653,01/30/2020
000520,20200131,P,323,237,239,336,720,1699,3043,4321,4096,4106,4228,4492,4732,5062,5129,4708,4111,4183,3967,2702,1996,1706,1300,879,01/31/2020
000520,20200131,S,502,256,223,213,535,1668,3054,4481,4704,4372,4007,4421,4477,4582,4896,5463,5800,5569,4176,3098,2523,2053,1414,946,01/31/2020
000520,20200201,P,601,454,321,298,372,706,1260,2137,2835,3454,4213,4353,4510,4411,4601,4779,4556,3967,3185,2288,1983,1751,1407,880,02/01/2020
000520,20200201,S,589,424,312,226,359,676,1214,2162,3156,3694,3879,4159,4320,4275,4241,4165,4179,3738,3263,2404,1818,2031,1258,839,02/01/2020
000520,20200202,P,554,437,302,251,282,506,726,1149,1860,2518,3302,3654,3837,3971,3901,4057,3444,2403,1968,1569,2206,1552,815,506,02/02/2020
000520,20200202,S,540,381,296,221,264,421,826,1295,2106,2694,3084,3323,3626,3569,3347,3244,3104,2119,1859,1607,2248,1733,1060,596,02/02/2020
000520,20200203,P,302,223,220,319,809,1871,3913,5395,4431,3782,3844,4187,4070,3878,4070,4680,3605,2422,1563,1048,722,577,535,375,02/03/2020
000520,20200203,S,361,208,181,190,490,1208,3332,5439,4728,3710,3801,4164,4176,3859,3459,4528,4006,3063,2424,1324,892,618,500,419,02/03/2020
000520,20200204,P,248,216,199,298,432,974,1935,2579,2668,2849,2672,2594,2664,2860,2945,3565,4224,4166,2687,1627,1270,1030,626,405,02/04/2020
000520,20200204,S,275,182,192,202,336,801,1725,2595,2806,3117,2483,2873,3434,2764,2937,3420,4008,3848,2540,1813,1356,1094,834,504,02/04/2020
000520,20200205,P,308,201,189,290,709,1655,3474,5004,4405,4298,4101,4052,4127,4163,4615,5133,4867,4274,3593,2533,1964,1483,799,515,02/05/2020
000520,20200205,S,325,224,172,204,538,1736,3020,4976,4600,4187,4014,3756,4156,3846,4204,5266,5622,5456,3585,2667,2030,1371,969,594,02/05/2020
000520,20200206,P,327,212,207,374,796,1804,4076,5627,4924,4159,4151,4057,4458,4393,4737,5440,4369,3744,3348,2179,1645,1423,770,456,02/06/2020
000520,20200206,S,385,249,226,273,596,1883,3571,5771,5107,3907,3996,3985,4137,4089,4514,5501,5990,5361,3532,2488,1574,1338,906,571,02/06/2020
000520,20200207,P,348,265,281,364,622,1263,2444,3291,2738,2776,2955,2698,2903,2966,2953,3118,3003,2527,2028,1507,1267,1145,1118,575,02/07/2020
000520,20200207,S,365,246,253,252,420,950,2028,2883,3106,3074,2414,2553,2822,3302,3361,3398,3393,2991,2393,1639,1396,980,871,658,02/07/2020
000520,20200208,P,443,326,293,223,362,648,1126,1811,2570,3192,3659,3966,4275,4157,4205,4001,4090,3784,3064,2381,2278,1738,1345,892,02/08/2020
000520,20200208,S,381,305,248,204,348,688,1139,1888,2546,2957,3451,4051,4181,4002,4014,4089,4000,4037,3165,2536,2119,1816,1266,950,02/08/2020
000520,20200209,P,557,451,294,263,285,446,680,1030,1609,2256,3042,3155,3369,3258,3148,3117,2929,2531,2010,1636,1275,1068,572,479,02/09/2020
000520,20200209,S,584,390,281,238,232,461,844,1169,1558,2056,2654,2838,3012,2760,2779,2731,2627,2356,1996,1557,1246,942,685,546,02/09/2020
000520,20200210,P,266,228,185,338,733,1776,3909,5384,4432,3838,3933,3979,4223,4089,4508,5028,5293,4370,3044,1856,1395,997,639,420,02/10/2020
000520,20200210,S,371,203,158,223,535,1910,3352,5478,4772,3652,3507,3855,3977,3891,4203,4775,5281,4987,3014,2147,1730,1409,762,572,02/10/2020
000520,20200211,P,256,215,199,310,643,1456,3408,4665,4448,3562,3489,3673,3950,4106,4220,5078,4466,3937,3572,2345,1834,1316,782,458,02/11/2020
000520,20200211,S,394,236,196,220,519,1662,3212,5205,4825,3314,3323,3613,3812,3502,4188,5111,5291,5102,3585,2602,1975,1477,1022,659,02/11/2020
000520,20200212,P,292,212,189,288,715,1850,3983,5505,4819,4142,4004,4111,4401,4408,4738,5279,4711,4313,3506,2418,1985,1405,833,465,02/12/2020
000520,20200212,S,382,229,177,239,611,1847,3586,5491,5203,3870,3806,3945,4019,3978,4384,5296,5738,5280,3519,2478,2060,1392,925,645,02/12/2020
000520,20200213,P,299,227,225,316,697,1696,3893,4839,4327,3962,4047,4306,4421,4621,4981,4943,4143,3554,3743,2700,2034,1711,1115,628,02/13/2020
000520,20200213,S,498,267,210,232,581,1831,3493,5347,4861,3825,3769,4028,4162,4186,4544,5444,5752,5527,3981,3115,2334,1702,1307,885,02/13/2020
000520,20200214,P,409,302,304,373,715,1744,3772,5478,4725,4482,4714,5093,5103,4788,4382,4071,4078,3837,3765,2990,2357,2256,2114,1028,02/14/2020
000520,20200214,S,540,315,288,256,534,1157,3222,5203,4762,4030,4318,4809,4971,5075,5239,5697,5682,5568,4807,3934,2757,2213,1612,1041,02/14/2020
000520,20200215,P,681,467,326,244,388,721,1251,2045,2785,3408,4186,4581,4785,4854,5049,4938,4726,3922,3007,2404,2068,1885,1401,911,02/15/2020
000520,20200215,S,692,464,316,262,393,698,1280,2118,2964,3509,3920,3885,4526,4421,3783,4160,3421,3507,3582,3065,2501,2373,2024,1489,02/15/2020
000520,20200216,P,576,439,341,229,289,470,747,1208,1928,2775,3219,2119,3916,4147,4090,4207,3864,3482,2927,2206,2028,1373,822,600,02/16/2020
000520,20200216,S,723,438,343,241,285,543,904,1395,1913,2725,3155,3511,3914,3705,3682,3533,3468,3403,2706,2145,1624,1353,978,732,02/16/2020
000520,20200217,P,366,250,235,333,733,1672,3240,4405,3735,4011,4251,4476,4666,4834,4833,4952,4691,4123,3035,2008,1572,1084,666,404,02/17/2020
000520,20200217,S,440,276,192,202,409,1019,2402,3662,3637,3564,3673,3934,4695,4109,4662,5007,4962,4424,3083,2315,1844,1190,889,605,02/17/2020
000520,20200218,P,298,209,278,407,763,1528,2743,3526,2823,2703,2686,2220,2556,3223,3315,3541,3816,3286,2150,1482,1224,960,634,395,02/18/2020
000520,20200218,S,380,164,264,287,577,1056,2202,2792,3056,2666,2723,2588,2754,2798,3116,3725,4036,3515,2388,1682,1381,1056,720,496,02/18/2020
000520,20200219,P,263,213,217,319,769,1784,3760,5098,4296,3767,3871,3983,4272,4294,4558,5193,4449,3796,3227,2172,1732,1349,686,427,02/19/2020
000520,20200219,S,329,236,204,207,556,1204,3171,5192,5261,4034,3561,3716,3873,3977,4247,5155,5322,4753,3166,2370,2036,1405,957,588,02/19/2020
000520,20200220,P,303,249,212,336,738,1595,3592,5223,4566,3828,4002,4129,4428,4479,4567,4766,4109,4006,3481,3758,3067,1609,957,582,02/20/2020
000520,20200220,S,416,261,210,257,618,1961,3367,5560,5153,3756,4174,4519,4853,4611,4865,4862,4928,4282,3082,2321,1901,1576,1102,685,02/20/2020
000520,20200221,P,378,285,271,351,759,1740,3948,5503,4521,4598,4626,4741,4996,4863,5158,4373,3949,3655,3849,2802,2149,1791,1303,834,02/21/2020
000520,20200221,S,421,296,257,251,620,1828,3276,5461,5226,3836,3715,4380,4706,4622,4885,5575,5612,5565,4408,3267,2531,2141,1503,983,02/21/2020
000520,20200222,P,600,404,342,275,380,701,1434,2387,3051,3486,4135,4287,4626,4681,4794,4582,4406,4140,3378,2534,2119,2085,1451,1058,02/22/2020
000520,20200222,S,647,391,311,251,345,711,1457,2245,2959,3420,3751,4285,4303,4247,4263,4436,4396,4163,2546,2642,2125,1847,1315,1059,02/22/2020
000520,20200223,P,703,469,348,259,275,450,713,1187,1731,2137,2672,2800,2807,2905,2876,2787,2768,2494,2089,1690,1297,1024,639,419,02/23/2020
000520,20200223,S,839,502,303,240,266,482,833,1173,1645,1853,2065,2526,2695,2739,2705,2550,2563,2444,2003,1718,1391,1018,662,486,02/23/2020
000520,20200224,P,257,214,190,334,781,1905,4088,5725,4570,4072,4025,3955,4204,4137,4421,5240,4870,4288,3483,2236,1645,1280,669,435,02/24/2020
000520,20200224,S,351,200,159,181,564,2012,3641,5583,4904,3739,3760,3861,3894,3960,4270,5183,5529,5187,3483,2376,1872,1366,968,548,02/24/2020
000520,20200225,P,301,211,217,331,785,1861,4097,5745,4545,3748,3558,3710,3795,3841,4179,5009,4888,4318,3255,2144,1546,1130,1031,412,02/25/2020
000520,20200225,S,352,224,191,207,546,2020,3744,5708,4922,3512,3347,3446,3606,3663,4030,4729,5273,4792,3317,2392,1741,1350,991,605,02/25/2020
000520,20200226,P,275,185,230,297,773,1892,4056,5612,4825,4199,4137,4276,4406,4497,4900,5090,4566,4372,3785,2703,1954,1482,1135,504,02/26/2020
000520,20200226,S,343,234,170,215,567,1899,3602,5580,5192,3906,3854,4089,4085,4171,4584,5153,5546,5624,3987,2851,2153,1621,1062,672,02/26/2020
000520,20200227,P,386,226,221,371,727,1918,4207,4614,3951,4145,4274,4422,3736,4097,4936,5390,4230,3890,3754,2796,2133,1903,978,591,02/27/2020
000520,20200227,S,398,256,226,222,644,1932,3781,5756,5225,4237,4033,4104,4351,4353,4617,5693,6057,5524,3936,3163,2288,1746,1222,780,02/27/2020
000520,20200228,P,359,293,297,364,734,1861,4127,5556,4538,4426,4496,4673,5087,5145,5094,4680,4028,3944,3802,2855,2220,1924,1865,1051,02/28/2020
000520,20200228,S,480,318,269,281,588,1670,3501,5574,4953,3955,4221,4629,4671,4812,5035,5622,5758,5749,4753,3754,2645,2193,1505,1100,02/28/2020
000520,20200229,P,626,436,341,297,369,652,1414,2168,3000,3638,4309,4590,4760,4434,4770,4752,4845,4329,3614,2662,2577,1968,1472,961,02/29/2020
000520,20200229,S,685,429,330,309,416,731,1545,2461,3287,3835,4117,4410,4394,4396,4317,4347,4287,4433,3449,2793,2234,1872,1453,995,02/29/2020
000520,20200301,P,646,490,317,260,262,497,870,1304,2027,2657,3585,3976,4236,4373,4017,4414,4400,3538,2718,1695,1253,849,584,424,03/01/2020
000520,20200301,S,641,425,300,260,288,492,948,1416,2157,2688,3171,3561,4055,3896,3600,3539,3411,3230,2566,1637,1077,1338,843,540,03/01/2020
000520,20200318,P,291,217,189,300,627,1502,3140,4041,3400,3198,3315,3188,3193,3809,3982,4282,4390,4109,3042,1969,1433,977,689,509,03/18/2020
000520,20200318,S,308,218,172,211,490,1468,2682,3836,3653,3214,3237,3493,3353,3112,2790,3156,3274,3067,2268,1585,1152,970,727,499,03/18/2020
000520,20200319,P,303,241,201,279,600,1208,2515,3162,2544,2469,2420,2617,2663,2437,2428,2415,2396,2344,1635,1194,870,678,509,354,03/19/2020
000520,20200319,S,313,240,205,194,453,1288,2252,3052,2907,2415,2309,2681,2407,2074,2267,2379,2544,2424,1599,1274,1157,663,526,380,03/19/2020
000520,20200320,P,227,228,195,270,479,1019,2340,3112,2730,2570,2732,2930,3067,3158,3296,3466,3455,3063,2238,1660,1136,827,668,511,03/20/2020
000520,20200320,S,299,173,154,169,354,916,1852,2722,2912,2600,2756,2939,3181,3179,3396,3606,3638,3201,2375,1686,1283,907,743,540,03/20/2020
000520,20200321,P,323,243,192,215,275,460,874,1256,1604,1968,2333,2602,2789,2956,2963,2812,2705,2408,2046,1583,1245,857,703,501,03/21/2020
000520,20200321,S,394,216,182,160,292,453,792,1290,1788,2097,2597,2790,2902,2516,2411,2117,1942,1788,1483,1203,981,801,628,402,03/21/2020
000520,20200322,P,323,250,182,149,202,292,495,645,894,1248,1719,2057,2352,2542,2714,2729,2612,2340,2063,1600,1228,916,601,403,03/22/2020
000520,20200322,S,298,211,132,136,184,322,539,861,1217,1439,1948,2069,1995,2062,1944,1799,1648,1454,1349,1109,874,737,566,400,03/22/2020
000520,20200323,P,267,191,187,271,613,1402,2689,3467,2775,2589,2786,2872,3004,3068,3117,3422,3489,3391,2251,1450,1026,722,541,380,03/23/2020
000520,20200323,S,267,159,133,171,339,948,2156,3079,2908,2503,2523,2750,2467,2396,2625,2889,2797,2681,1833,1217,949,672,581,442,03/23/2020
000520,20200324,P,222,199,172,284,538,1337,2599,3486,2736,2565,2714,2820,3068,3184,3361,3469,3539,3297,2380,1607,1122,795,552,371,03/24/2020
000520,20200324,S,286,204,160,203,367,910,2155,2766,3092,2617,2697,2878,3090,2574,2573,2814,2847,2595,1841,1297,958,644,508,385,03/24/2020
000520,20200325,P,247,178,193,219,556,1291,2679,3221,2668,2504,2649,2795,2998,3112,3224,3440,3492,3362,2563,1832,1285,945,638,422,03/25/2020
000520,20200325,S,304,164,144,193,369,901,2145,3016,2870,2467,2560,2624,2471,2372,2368,2659,2772,2585,2012,1468,1115,764,621,408,03/25/2020
000520,20200326,P,277,187,188,266,533,1259,2493,3030,2373,2100,2282,2274,2461,2451,2544,2710,2905,2614,1745,1196,850,594,447,277,03/26/2020
000520,20200326,S,239,175,171,204,357,846,1777,2680,2407,2074,1921,1967,1907,1929,2051,2719,2411,2080,1462,1040,770,529,405,340,03/26/2020
000520,20200327,P,192,169,142,227,477,1129,2349,2757,2213,2095,2309,2445,2712,2597,2715,2811,2805,2481,1767,1145,851,567,464,321,03/27/2020
000520,20200327,S,219,137,122,149,323,804,1816,2458,2280,2043,2144,2323,2496,2167,2303,2539,2495,2278,1677,1263,870,563,498,371,03/27/2020
000520,20200328,P,207,150,129,142,233,398,651,896,1096,1228,1546,1719,1971,1888,2088,1988,1866,1750,1494,1188,886,612,479,313,03/28/2020
000520,20200328,S,205,149,124,137,203,361,561,915,1162,1343,1585,1808,1905,1732,1725,1680,1539,1306,1195,992,822,604,455,307,03/28/2020
000520,20200329,P,242,167,122,121,177,277,412,577,705,937,1318,1512,1745,1955,2050,1997,1911,1645,1423,1131,866,625,444,299,03/29/2020
000520,20200329,S,208,132,81,99,167,282,440,647,832,1062,1334,1537,1782,1552,1456,1381,1269,1106,945,865,682,505,396,305,03/29/2020
000520,20200330,P,202,164,143,212,587,1266,2514,2995,2398,2252,2302,2374,2624,2555,2587,2802,2703,2587,1728,1165,824,626,465,296,03/30/2020
000520,20200330,S,208,122,107,138,317,870,1973,2731,2443,2218,1977,2016,2254,2117,2111,2764,2684,2398,1551,1046,803,574,482,367,03/30/2020
000520,20200331,P,205,183,142,244,553,1223,2589,3006,2450,2298,2306,2479,2577,2651,2842,3000,3170,2826,1979,1433,1000,676,528,344,03/31/2020
000520,20200331,S,232,155,136,166,303,867,1952,2696,2595,2198,2245,2267,2660,2223,2224,2564,2841,2405,1572,1105,832,626,469,346,03/31/2020
000520,20200401,P,210,207,162,229,523,1201,2554,2909,2350,2316,2310,2428,2657,2680,2767,2915,3068,2787,1871,1351,907,631,509,327,04/01/2020
000520,20200401,S,225,165,128,156,318,831,1893,2832,2696,2226,2235,2302,2343,2433,2483,3163,2723,2275,1615,1163,809,583,446,358,04/01/2020
000520,20200402,P,231,168,142,263,550,1163,2489,2935,2315,2123,2252,2379,2602,2549,2657,2716,2833,2515,1624,1033,736,528,417,269,04/02/2020
000520,20200402,S,251,157,146,172,346,823,1873,2679,2549,2192,2268,2406,2458,2540,2627,3115,3155,2484,1577,1030,737,496,403,335,04/02/2020
000520,20200403,P,241,176,180,253,449,819,1706,2161,1728,1968,2097,2147,2433,2500,2530,2749,2649,2433,1792,1178,883,605,499,315,04/03/2020
000520,20200403,S,245,190,148,178,317,651,1432,2172,2262,1799,2016,2106,2404,2369,2541,2878,2836,2547,1846,1308,869,627,511,403,04/03/2020
000520,20200404,P,244,145,134,152,233,361,752,908,1177,1417,1735,1927,2020,2118,2192,2153,2141,1888,1620,1195,924,630,515,360,04/04/2020
000520,20200404,S,278,175,128,125,205,373,646,1022,1327,1448,1782,1963,1844,1883,1812,1747,1614,1502,1225,1029,713,548,436,302,04/04/2020
000520,20200405,P,224,160,117,134,158,276,440,543,719,1020,1283,1611,1876,2028,2177,2226,2091,1994,1648,1219,992,744,520,288,04/05/2020
000520,20200405,S,210,153,120,114,164,272,400,604,909,1160,1474,1787,1920,1912,1638,1514,1321,1241,968,856,702,535,399,270,04/05/2020
000520,20200406,P,227,168,154,230,576,1309,2593,2962,2616,2261,2288,2516,2561,2652,2847,2938,3110,2715,1876,1290,915,660,480,317,04/06/2020
000520,20200406,S,205,129,109,157,311,762,1841,2658,2524,2249,2118,2251,2213,2189,2245,2606,2568,2294,1596,1097,736,532,457,330,04/06/2020
000520,20200407,P,224,167,179,233,547,1251,2610,2983,2445,2183,2289,2501,2522,2691,2806,2995,2980,2737,1855,1352,998,701,460,346,04/07/2020
000520,20200407,S,189,149,159,160,313,789,1849,2486,2599,2150,2179,2031,2135,2140,2320,2574,2593,2322,1571,1074,853,545,474,342,04/07/2020
000520,20200408,P,223,150,167,206,530,1218,2675,2880,2361,2207,2316,2577,2710,2738,2855,3170,3159,2847,1886,1358,1001,706,468,330,04/08/2020
000520,20200408,S,202,154,137,138,324,870,1838,2616,2489,2258,2304,2157,2128,2229,2510,2846,2661,2288,1584,1214,888,576,494,338,04/08/2020
000520,20200409,P,221,185,137,221,540,1204,2521,2835,2399,2214,2221,2487,2688,2728,2890,3004,3038,2817,1891,1343,903,624,475,300,04/09/2020
000520,20200409,S,239,144,138,158,331,852,1953,2652,2566,2255,2200,2281,2335,2261,2242,2547,2708,2365,1757,1114,807,603,491,366,04/09/2020
000520,20200410,P,193,175,157,217,484,997,2293,2686,2383,2300,2501,2653,2935,2923,3104,3247,3154,2728,1984,1416,1038,696,539,388,04/10/2020
000520,20200410,S,237,162,142,161,332,745,1776,2517,2358,2282,2429,2579,2507,2464,2478,2722,2554,2211,1845,1354,950,711,528,407,04/10/2020
