COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000520,20220111,P,238,218,200,291,624,1525,3374,5108,4189,3594,3442,3757,3797,4001,4265,4916,5085,4451,3295,2016,1564,1074,715,422,01/11/2022
000520,20220111,S,323,235,170,232,435,1440,3042,4836,4651,3600,3509,3570,3613,3755,4014,4829,5144,4712,3189,2097,1690,1233,865,535,01/11/2022
000520,20220112,P,283,224,189,308,605,1518,3334,5033,4362,3580,3607,3854,3912,3921,4402,4990,5264,4467,3159,2054,1628,1171,785,493,01/12/2022
000520,20220112,S,345,219,205,228,462,1692,3090,4969,4458,3688,3456,3472,3834,3788,4071,4874,5048,4629,3230,2157,1728,1250,866,552,01/12/2022
000520,20220113,P,324,227,206,321,613,1567,3414,5013,4323,3530,3780,3794,4083,4139,4604,5199,4635,4064,3346,2271,1746,1285,861,554,01/13/2022
000520,20220113,S,352,266,217,227,512,1706,3106,4855,4542,3884,3570,3706,3904,3953,4229,4823,5098,4725,3436,2249,1856,1429,955,652,01/13/2022
000520,20220114,P,356,260,276,350,621,1356,2856,4404,3999,3968,4004,4204,4451,4274,4463,4745,4293,3942,2633,1695,1200,1110,849,548,01/14/2022
000520,20220114,S,458,306,220,254,414,1101,2697,4305,3964,3664,3609,4183,4150,4228,4252,4706,4362,3655,2328,2189,2430,1212,974,731,01/14/2022
000520,20220115,P,345,265,258,259,332,619,943,1499,2217,2634,3493,3843,3831,3872,4085,3917,3823,3604,2783,2077,1712,1580,1075,760,01/15/2022
000520,20220115,S,428,308,219,199,277,585,1006,1579,2156,2659,3372,3761,3757,3824,3814,3848,3606,3339,3088,2324,1886,1678,1406,857,01/15/2022
000520,20220116,P,455,413,299,235,276,420,716,1042,1591,2322,3323,3433,3803,3871,3681,3675,3784,3059,2590,1980,1447,1113,785,522,01/16/2022
000520,20220116,S,508,330,276,239,257,483,862,1164,1776,2364,3044,3206,3546,3623,3527,3266,3074,2805,2531,1875,1522,1270,814,591,01/16/2022
000520,20220117,P,314,267,211,288,594,1305,2580,3611,3394,3405,4021,4128,4435,4458,4613,4704,4679,4251,3030,2002,1469,1051,695,459,01/17/2022
000520,20220117,S,360,262,189,234,395,972,2239,3060,3329,3488,3783,4045,4014,4086,4237,4470,4688,4292,3016,2138,1544,1234,829,522,01/17/2022
000520,20220118,P,259,210,213,294,607,1615,3597,5317,4423,3747,3808,4065,3998,4093,4409,5130,4978,4267,3316,2088,1527,1075,676,488,01/18/2022
000520,20220118,S,361,275,211,234,526,1885,3198,5133,4541,3906,3597,3681,3933,3854,4061,4963,5067,5016,3197,2203,1720,1241,870,577,01/18/2022
000520,20220119,P,292,232,214,310,649,1586,3337,5154,4256,3448,3455,3435,3468,3658,3994,4351,3155,2626,2144,1481,1079,821,547,374,01/19/2022
000520,20220119,S,331,239,232,247,505,1778,3050,4838,4516,3537,3148,3311,3419,3297,3537,4097,3884,3508,2268,1441,1176,819,639,427,01/19/2022
000520,20220120,P,255,200,235,275,552,1346,2776,4334,4084,3584,3529,3703,3876,4166,4459,4868,3905,1737,2640,2146,1627,1219,751,492,01/20/2022
000520,20220120,S,336,243,182,222,405,1398,2667,4287,4139,3570,3728,3615,3679,3751,4086,4868,4633,4526,3285,2331,1766,1383,944,593,01/20/2022
000520,20220121,P,305,251,208,274,597,1385,3081,4826,4143,3630,3766,4151,4391,4265,4449,4785,4514,3740,2757,1814,1401,1107,861,636,01/21/2022
000520,20220121,S,363,243,215,265,467,1667,2848,4605,4387,3660,3595,3857,4104,4012,4196,4557,4498,3878,2944,2153,1611,1296,1020,720,01/21/2022
000520,20220122,P,406,328,260,233,345,573,960,1411,2150,2751,3414,3960,4047,4070,3996,3784,3563,3367,2756,2119,1677,1465,1022,755,01/22/2022
000520,20220122,S,429,319,227,218,284,577,1053,1590,2080,2604,3051,3435,3601,3827,3921,3812,3637,3224,3099,2167,1825,1660,1159,896,01/22/2022
000520,20220123,P,505,432,308,240,282,494,661,1016,1614,2231,3182,3535,3867,3746,3695,3751,3767,3170,2730,1845,1473,1034,667,430,01/23/2022
000520,20220123,S,506,343,269,227,291,475,925,1212,1782,2382,2914,3258,3490,3540,3450,3252,3150,2858,2375,1841,1587,1222,803,511,01/23/2022
000520,20220124,P,291,208,197,312,654,1657,3477,5083,4289,3515,3673,3622,4042,3792,4199,4833,5064,4071,3187,1924,1501,1081,688,402,01/24/2022
000520,20220124,S,300,218,205,210,503,1904,3198,4966,4475,3737,3557,3686,3806,3747,4154,4777,5089,4786,3177,2178,1757,1191,887,598,01/24/2022
000520,20220125,P,273,242,207,286,605,1484,3199,5109,3991,3256,3177,3244,3357,3228,3595,4393,4767,4098,2820,1753,1496,954,621,433,01/25/2022
000520,20220125,S,333,237,224,240,521,1704,2816,4486,4325,3113,2937,3132,3213,3263,3611,4278,4525,4080,2481,1842,1497,1081,789,440,01/25/2022
000520,20220126,P,252,208,211,291,587,1416,3238,4574,4507,3591,3689,3845,4170,3965,4415,5044,4818,4069,3369,2226,1822,1260,736,500,01/26/2022
000520,20220126,S,301,235,207,208,447,1786,3057,5060,4506,3811,3546,3846,3957,1863,3895,4841,5114,5066,3236,2575,1835,1381,888,593,01/26/2022
000520,20220127,P,332,268,247,329,603,1419,3186,5141,4261,3425,3428,3317,2964,3102,3514,3851,3938,3803,2444,1642,1271,934,641,430,01/27/2022
000520,20220127,S,433,258,219,266,560,1671,3097,4994,4534,3665,3172,3108,3304,2999,3326,3919,3859,3630,2462,1704,1437,1112,747,439,01/27/2022
000520,20220128,P,287,225,224,324,551,1337,2931,4749,4155,3728,3499,3805,4544,4598,4969,4803,4077,3657,3543,2543,1922,1549,1288,1898,01/28/2022
000520,20220128,S,445,250,212,236,432,1411,2860,4761,4647,3753,3680,3922,4380,4434,4723,5400,5497,5374,4351,3239,2401,1779,1311,791,01/28/2022
000520,20220129,P,572,535,359,289,363,618,1135,1820,2602,3360,3918,4507,4723,4734,4718,4696,4743,3957,3272,2300,1954,1498,1157,799,01/29/2022
000520,20220129,S,533,391,305,229,330,753,1334,1998,2888,3470,3923,4389,4567,4448,4190,4086,3990,3664,3099,2512,2054,1694,1269,882,01/29/2022
000520,20220130,P,569,443,306,244,297,447,739,1119,1763,2391,3416,3803,4107,4011,3694,3710,4018,3380,2633,1901,1668,1100,708,450,01/30/2022
000520,20220130,S,525,389,308,247,265,481,839,1170,1813,2572,3069,3493,3863,3722,3341,3156,3126,2866,2469,1984,1655,1234,835,518,01/30/2022
000520,20220131,P,315,225,201,320,636,1605,3614,5359,4399,3888,4089,4019,4349,4287,4612,5025,4307,3017,3287,2225,1646,1188,718,456,01/31/2022
000520,20220131,S,329,221,186,219,520,1814,3303,5118,5027,4083,3849,3957,4179,4089,4311,5009,5051,4980,3267,2348,1823,1283,907,550,01/31/2022
000520,20220201,P,284,230,219,333,631,1594,3612,5258,4631,3778,3987,4164,4308,4280,4666,5137,4941,4019,2927,1608,1039,741,500,332,02/01/2022
000520,20220201,S,368,247,197,234,508,1894,3346,5189,4919,3776,3621,3860,4045,4046,4368,5144,5273,4367,2603,1720,1319,871,600,379,02/01/2022
000520,20220202,P,197,202,150,251,345,668,1238,1452,1345,1390,1254,1250,1400,1391,1476,1744,1675,1543,1110,857,679,480,458,298,02/02/2022
000520,20220202,S,277,223,213,210,343,569,945,1340,1330,1321,1219,1259,1297,1407,1535,1741,1891,1659,1187,886,657,515,424,316,02/02/2022
000520,20220203,P,196,149,190,233,467,1008,2145,3003,2556,2609,2731,2916,3092,3113,3408,3915,4261,3897,2876,1870,1349,1088,680,445,02/03/2022
000520,20220203,S,284,193,181,182,328,833,1809,2261,3574,3222,2796,2944,3045,3139,3161,3824,4101,3861,2635,1983,1571,1145,811,549,02/03/2022
000520,20220204,P,304,236,219,288,552,1334,2828,4422,4009,3574,3684,4050,4315,4343,4549,4237,4001,3726,3640,2534,2032,1711,1250,781,02/04/2022
000520,20220204,S,354,240,210,241,447,1592,2797,4488,4495,3913,3715,3971,4173,4084,4609,5026,4869,4836,4018,2902,2268,1824,1282,897,02/04/2022
000520,20220205,P,538,442,286,274,377,747,1210,1764,2707,3359,3872,4180,3809,4015,4546,4531,4384,3958,3220,2581,1919,1596,1297,855,02/05/2022
000520,20220205,S,543,364,262,247,324,787,1444,1932,2550,3224,3771,4271,4384,4335,4357,4189,3992,3780,3273,2604,2209,1707,1363,819,02/05/2022
000520,20220206,P,585,533,331,271,286,506,732,1040,1673,2313,3391,3783,4015,4058,3864,3946,3939,3430,2660,1951,1451,1114,681,450,02/06/2022
000520,20220206,S,523,354,243,245,278,468,878,1373,1616,2305,2862,3157,3593,3576,3383,3309,3223,3060,2520,1957,1540,1141,813,500,02/06/2022
000520,20220207,P,278,214,201,348,626,1648,3617,5296,4378,3853,3814,4072,4048,4075,4495,5049,4716,4077,3234,1991,1661,1062,735,509,02/07/2022
000520,20220207,S,301,247,177,238,528,2012,3362,5124,4766,3700,3670,3723,3928,3812,4155,4928,5081,4938,3221,2268,1814,1259,938,547,02/07/2022
000520,20220208,P,270,224,222,313,668,1619,3659,5436,4699,3657,3610,3880,4051,4127,4457,4850,4578,3721,3498,2216,1656,1247,706,465,02/08/2022
000520,20220208,S,344,240,180,237,496,1861,3475,5338,4928,3875,3700,3749,3943,3888,4195,4942,5299,5116,3444,2442,1837,1258,975,525,02/08/2022
000520,20220209,P,294,240,199,281,687,1602,3613,5442,4716,3793,3885,3954,4246,4221,3872,4806,4205,3823,3590,2263,1815,1430,843,529,02/09/2022
000520,20220209,S,367,254,178,250,540,1855,3465,5371,5010,3858,3603,3891,4028,3915,4230,4894,5380,5032,3439,2545,2017,1384,968,561,02/09/2022
000520,20220210,P,330,215,218,314,620,1591,3665,4949,4678,3948,3863,4130,4308,4295,4818,5156,4425,3917,3697,2423,1983,1410,888,493,02/10/2022
000520,20220210,S,403,373,234,253,553,1882,3444,5282,4826,4057,3988,4032,4168,4024,4352,4980,5548,5225,3745,2726,2076,1509,1026,724,02/10/2022
000520,20220211,P,368,258,265,330,613,1551,3491,5281,4408,4066,4269,4540,4643,4837,5068,4585,3691,3499,2494,1824,1423,1242,823,551,02/11/2022
000520,20220211,S,415,301,237,267,508,1756,3232,5086,4641,4251,4072,4260,4484,4412,4950,5299,5244,4234,2683,1877,1727,1424,1019,563,02/11/2022
000520,20220212,P,383,300,257,245,303,543,1007,1472,2212,2940,3529,3969,4274,4368,4202,4475,4093,3814,3212,2366,1850,1791,1205,844,02/12/2022
000520,20220212,S,328,350,258,262,308,618,1076,1624,2249,2678,3436,3593,4037,3998,4001,4002,3937,3662,3292,2693,2129,1738,1366,968,02/12/2022
000520,20220213,P,508,447,307,236,291,469,723,1082,1853,2514,3561,3949,4127,4126,3969,4143,3348,2424,2073,1801,2117,1609,829,483,02/13/2022
000520,20220213,S,613,399,286,267,274,484,902,1264,1890,2548,2942,3376,3670,3542,3566,3603,3023,2374,1981,1731,2367,1595,989,536,02/13/2022
000520,20220214,P,318,264,231,334,635,1648,3510,5235,4384,3847,3935,4297,4289,4403,4686,5179,4853,3989,3449,2431,1749,1275,845,554,02/14/2022
000520,20220214,S,331,242,194,242,446,1486,3278,5217,4999,4063,3791,4113,4057,4220,4316,5210,5510,5091,3434,2510,2019,1484,1007,643,02/14/2022
000520,20220215,P,302,245,224,317,669,1693,3787,5516,4747,4015,3928,4112,4350,4365,4804,4344,4307,3949,3594,2345,1815,1396,1073,550,02/15/2022
000520,20220215,S,364,253,222,260,556,1961,3625,5530,4882,4067,3842,3872,4022,3985,4363,5208,5380,5135,3723,2626,2046,1470,963,684,02/15/2022
000520,20220216,P,322,220,242,325,663,1600,3751,5262,4618,3742,3843,3950,4094,4297,4466,4989,4891,4092,2762,1781,1336,945,919,404,02/16/2022
000520,20220216,S,359,267,223,275,539,1957,3495,5149,4896,3743,3542,3707,3906,3825,4255,5219,5433,4447,2773,1923,1385,1033,681,452,02/16/2022
000520,20220217,P,274,232,224,295,570,1329,2891,4823,3751,3557,3437,3762,4025,3971,4416,5056,4597,3867,3169,2399,1952,1380,945,536,02/17/2022
000520,20220217,S,381,265,195,238,413,1111,2501,4325,4874,3585,3223,3634,3886,3711,4131,4975,5139,5051,3485,2570,2042,1496,985,698,02/17/2022
000520,20220218,P,340,284,282,385,679,1575,3414,5207,4663,4162,4141,4756,4676,4067,3480,3218,3693,4004,3915,2839,2032,1842,1282,803,02/18/2022
000520,20220218,S,478,325,245,290,461,1336,3122,4808,4434,4030,4175,3501,3307,4421,5054,5383,5391,5339,4380,3192,2415,2054,1482,908,02/18/2022
000520,20220219,P,589,435,322,309,391,697,1287,2057,2885,3648,4207,4570,4859,4770,4683,4757,4676,4232,3373,2709,2028,1699,1280,914,02/19/2022
000520,20220219,S,588,394,284,268,323,749,1466,2259,3020,3855,4281,4398,4556,4552,4602,4441,4218,3826,3346,2870,2251,1887,1432,892,02/19/2022
000520,20220220,P,558,450,320,270,294,477,732,1231,1977,2596,3782,3965,4226,4319,4264,4588,4307,3987,3062,2223,1812,1336,932,584,02/20/2022
000520,20220220,S,588,358,335,248,292,549,972,1483,2136,2883,3619,4019,4271,4198,3938,3816,3576,3386,2822,2196,1784,1333,949,653,02/20/2022
000520,20220221,P,348,265,238,347,645,1443,3022,4184,3801,3887,4419,4676,4728,4878,4930,4751,4690,4198,3289,2157,1564,1021,870,424,02/21/2022
000520,20220221,S,373,310,236,244,442,1185,2509,3572,3890,3910,4109,4363,4396,4451,4664,5132,5303,4723,3252,2329,1734,1241,807,504,02/21/2022
000520,20220222,P,255,265,202,335,588,1294,2781,4508,4071,3406,3230,3448,3602,3798,4040,4523,3977,3656,2548,1567,1223,848,611,393,02/22/2022
000520,20220222,S,371,270,247,249,516,1798,2955,4858,4571,3387,2987,3289,3383,3375,3601,4274,4470,3742,2335,1616,1356,937,702,463,02/22/2022
000520,20220223,P,281,200,242,294,556,1148,2402,2787,2796,2781,2842,3006,3143,3043,3374,3815,4144,3829,2630,1683,1310,972,716,422,02/23/2022
000520,20220223,S,315,202,169,227,372,905,2037,3374,3679,3139,2575,2733,2916,2891,3195,3593,3918,3787,2439,1817,1380,1051,730,484,02/23/2022
000520,20220224,P,237,221,237,300,576,1300,2840,4081,3823,3869,3674,3630,3988,4004,4310,4768,4387,4005,3479,2360,1828,1390,940,589,02/24/2022
000520,20220224,S,392,246,176,252,414,1355,2537,4081,4198,3974,3755,3710,3771,3711,4128,4759,5077,4896,3449,2454,1951,1458,1032,669,02/24/2022
000520,20220225,P,357,268,235,352,574,1441,3172,5069,4282,3883,4060,4493,4814,4943,5252,4593,4073,4155,3830,2776,1983,1869,1355,896,02/25/2022
000520,20220225,S,402,276,238,280,461,1608,2849,4758,2995,3328,3841,4182,4329,4510,4726,5305,5355,5288,4233,3069,2562,1945,1463,919,02/25/2022
000520,20220226,P,587,455,328,313,374,613,1198,1933,2711,3437,4129,4498,4740,4706,4587,4561,4349,4212,3385,2636,2009,1911,1428,941,02/26/2022
000520,20220226,S,604,421,274,261,341,716,1374,1982,2669,3230,3872,4080,4385,4312,4157,4377,4197,4099,3431,2871,2359,1896,1459,1016,02/26/2022
000520,20220227,P,567,514,337,275,308,503,728,1166,1894,2551,3750,4046,4355,4482,4445,4471,4379,3813,3123,2205,1668,1152,797,526,02/27/2022
000520,20220227,S,636,451,318,254,293,487,913,1299,1980,2741,3372,3804,3916,3970,3861,3673,3582,3533,2890,2230,1721,1251,897,555,02/27/2022
000520,20220228,P,330,215,233,358,653,1717,3745,5385,4349,4090,3652,4329,4311,4354,4458,3799,4482,3962,3474,2374,1787,1244,732,472,02/28/2022
000520,20220228,S,378,282,211,236,498,2026,3430,5224,4830,3972,3855,3901,4168,4352,4549,5108,5239,5195,3462,2428,1845,1362,944,618,02/28/2022
000520,20220301,P,324,228,222,344,645,1697,3927,5235,4680,3930,4142,4263,4298,4314,4590,5062,4605,3610,3605,2516,1924,1289,821,500,03/01/2022
000520,20220301,S,413,236,236,273,529,2010,3571,5462,4991,4030,3852,4085,4151,4140,4404,5166,5386,5341,3539,2557,1950,1494,969,638,03/01/2022
000520,20220302,P,320,261,217,320,641,1696,3841,5374,4682,4011,4002,4253,4511,4506,4925,4969,4331,3954,3793,2562,1953,1454,1102,541,03/02/2022
000520,20220302,S,355,248,204,259,513,1926,3639,5517,5110,4256,3912,4000,4176,4077,4519,5297,5446,5101,3841,2762,2155,1430,1076,637,03/02/2022
000520,20220303,P,357,260,253,321,691,1683,3854,5368,4874,4040,4182,4443,4541,4552,5050,4575,3943,3804,3651,2602,2132,1551,1226,580,03/03/2022
000520,20220303,S,405,304,205,265,567,1900,3679,5445,5048,4288,4159,4304,4400,4305,4640,5314,5567,5471,3998,2685,2098,1568,1081,695,03/03/2022
000520,20220304,P,399,275,272,347,605,1652,3525,5362,4586,3981,4475,4790,4942,5023,5057,4553,3892,3800,3823,2912,2303,1912,1422,840,03/04/2022
000520,20220304,S,464,283,270,237,507,1639,3394,5092,4808,4343,4241,4352,4706,4751,5073,5266,5597,5279,4374,3125,2577,1976,1591,1020,03/04/2022
000520,20220305,P,565,458,335,299,397,690,1333,1998,2825,3536,4244,4551,4702,4701,4759,4535,4660,4280,3243,2541,1926,1866,1301,916,03/05/2022
000520,20220305,S,617,376,364,281,345,794,1350,2368,3103,3516,4314,4445,4445,4580,4322,4131,3992,3690,3261,2462,1988,1596,1332,956,03/05/2022
000520,20220306,P,569,448,330,260,279,531,729,928,1428,1930,2555,2930,3011,2865,2948,2748,2463,2265,1711,1405,1065,861,587,378,03/06/2022
000520,20220306,S,660,405,295,234,308,441,755,1022,1481,1767,2143,2238,2512,2587,2516,2376,2303,1954,1723,1509,1180,824,663,453,03/06/2022
000520,20220307,P,274,251,211,292,605,1357,2983,4311,3837,3181,3322,3463,3735,3727,4207,4756,4674,3597,2917,1913,1400,994,691,415,03/07/2022
000520,20220307,S,331,236,232,252,494,1646,2869,4691,3573,3115,3275,3331,3454,3400,3698,4415,4624,4305,2817,1877,1536,1080,914,594,03/07/2022
000520,20220308,P,273,229,207,313,653,1566,3644,5269,4451,3883,3931,4130,4282,4261,4697,4894,4061,4182,3592,2320,1783,1261,783,508,03/08/2022
000520,20220308,S,368,220,191,257,540,1882,3416,5178,4914,3831,3794,3984,3890,3888,4458,5181,5285,5096,3370,2626,1933,1513,964,613,03/08/2022
000520,20220309,P,357,261,218,321,653,1585,3830,5380,4571,3918,3959,4131,4402,4042,4009,3906,3676,3525,2696,1675,1356,1163,631,419,03/09/2022
000520,20220309,S,402,239,201,266,543,1950,3409,5229,5118,3966,3659,3838,4060,3927,3725,4590,4550,4190,2630,1907,1473,1052,732,570,03/09/2022
000520,20220310,P,267,248,224,318,565,1174,2577,3692,3274,3217,3291,3153,3484,3435,3961,4474,4689,4328,3035,1978,1625,1154,769,490,03/10/2022
000520,20220310,S,338,255,221,224,381,983,2310,3650,4307,3734,3363,3233,3274,3159,3558,4163,4655,4240,2959,2040,1622,1248,859,583,03/10/2022
000520,20220311,P,312,255,207,307,590,1437,3166,4999,4362,3937,3985,4513,4776,4575,4725,4497,3025,3182,3642,2798,2132,2052,1238,878,03/11/2022
000520,20220311,S,467,291,219,267,487,1585,3087,5046,4853,3894,3979,4303,4515,4701,4951,4940,3448,4852,4432,3183,2533,1966,1542,1034,03/11/2022
000520,20220312,P,609,479,332,290,389,713,1275,2106,2859,3492,4453,4645,4846,4486,4259,4393,4503,4558,3872,3031,2515,1794,1436,922,03/12/2022
000520,20220312,S,591,394,338,283,414,823,1484,2456,3298,4237,4713,4724,4751,4619,4630,4446,4389,4169,3692,2958,2415,1986,1625,1013,03/12/2022
000520,20220314,P,360,309,241,349,685,1631,3535,5304,4748,4108,3949,4435,4377,4546,4803,4742,4137,4223,3806,2737,2027,1446,908,548,03/14/2022
000520,20220314,S,379,269,234,253,542,1879,3177,5173,5050,4123,4092,4266,4321,4214,4705,5257,5423,4847,3813,2819,2157,1491,1004,676,03/14/2022
000520,20220315,P,330,278,275,361,652,1597,3641,5527,4922,4143,4144,4606,4497,4700,5226,4573,4087,3238,3578,2976,2261,1886,1048,631,03/15/2022
000520,20220315,S,453,266,223,243,540,1881,3448,5430,5330,4423,4245,4601,4392,4460,4677,5340,5382,5307,4076,2961,2283,1620,1112,730,03/15/2022
000520,20220316,P,418,248,275,364,669,1611,3648,5461,4896,4159,4137,4439,4584,4752,5127,4971,4045,3674,3957,2801,2014,1396,903,547,03/16/2022
000520,20220316,S,502,291,223,246,572,1896,3374,5266,5355,4368,4188,4420,4466,4500,4981,5543,5437,5425,3719,2878,2109,1479,1001,625,03/16/2022
000520,20220317,P,346,268,264,335,595,1200,2563,3548,3086,3267,3202,3193,3351,3695,3795,4401,4659,4246,3209,2468,1941,1460,1004,665,03/17/2022
000520,20220317,S,493,319,225,264,443,1317,2235,3460,3636,3292,2765,3513,3370,3529,3713,4408,4526,4374,3090,2395,1961,1484,1116,734,03/17/2022
000520,20220318,P,463,331,287,368,617,1423,3065,4925,4602,4205,4378,4723,4970,5066,5104,4337,3782,3790,4131,3187,2464,2156,1308,987,03/18/2022
000520,20220318,S,475,317,290,297,468,1316,2952,5011,4697,4345,4630,4091,4819,5266,5204,5525,5514,4568,4152,3543,2732,2109,1581,995,03/18/2022
000520,20220319,P,650,513,368,352,374,705,1199,2041,2781,3427,4237,4516,4758,5107,4973,4904,4845,4753,3815,2942,2637,2139,1514,1061,03/19/2022
000520,20220319,S,771,437,320,317,413,870,1531,2425,3618,4099,4756,5090,5063,4731,4612,4515,4425,4158,3583,2928,2340,1827,1564,986,03/19/2022
000520,20220320,P,672,487,393,297,301,513,786,1095,1789,2559,3767,4146,4426,4617,4535,4533,4577,4038,3297,2490,1985,1326,964,568,03/20/2022
000520,20220320,S,736,425,365,282,349,606,1105,1753,2196,3079,3640,3969,4263,4264,3904,3752,3457,3143,2904,2291,1880,1464,1017,648,03/20/2022
000520,20220321,P,439,339,284,359,667,1456,3191,4465,3719,3330,3342,3506,3620,3587,3774,4205,4237,3907,2653,1843,1354,1019,675,466,03/21/2022
000520,20220321,S,393,284,225,238,519,1676,2753,4034,3856,3193,3236,3269,3447,3344,3579,4207,4427,4252,2729,2009,1567,1108,844,671,03/21/2022
000520,20220322,P,300,258,221,332,622,1464,3210,4769,4010,3753,3615,3990,4084,4062,4183,4541,4841,4497,3195,2164,1682,1290,782,479,03/22/2022
000520,20220322,S,441,250,235,274,487,1550,2926,4299,4153,3583,3441,3600,3880,3711,4081,4562,4979,4738,3188,2176,1796,1303,962,641,03/22/2022
000520,20220323,P,327,243,247,333,612,1461,3380,4658,4253,3785,3953,4119,4256,3965,4740,4844,5078,4670,3413,2609,1974,1399,878,546,03/23/2022
000520,20220323,S,418,274,208,246,496,1618,2848,4375,4270,3799,3796,3917,3965,3965,4254,4751,5279,5181,3238,2631,1972,1491,1045,777,03/23/2022
000520,20220324,P,375,311,274,332,609,1566,3433,4890,4215,3989,4228,4312,4431,4760,4888,5012,4490,4452,3705,2636,2065,1656,1075,596,03/24/2022
000520,20220324,S,457,298,253,257,516,1666,3029,4365,4380,4184,4220,4194,4261,4271,4476,5135,5408,5246,3897,2804,2183,1685,1337,795,03/24/2022
000520,20220325,P,400,300,285,364,610,1422,3190,4532,4187,4004,4280,4662,4990,4923,4492,4312,4087,4167,3958,2977,2246,1999,1496,867,03/25/2022
000520,20220325,S,453,323,263,275,498,1428,2820,4089,4404,4114,4293,4503,4606,4793,5153,5191,5368,5338,4333,3118,2577,2005,1571,971,03/25/2022
000520,20220326,P,580,458,305,318,380,658,1238,2000,2731,3531,4140,4579,4798,5141,4875,4995,4924,4724,3782,2985,2419,1986,1436,961,03/26/2022
000520,20220326,S,675,430,345,266,401,713,1336,2180,3134,3835,4583,4610,4670,4648,4548,4250,4081,3807,3406,2957,2402,1950,1537,985,03/26/2022
